"b","conv","Mavg","M2avg","T.J","chi"
1,2001,-462404,106905944,1,0.0988608097874817
0.952380952380952,2001,460786,106169844,1.05,0.113465419904222
0.909090909090909,2001,460556,106062880,1.1,0.106422088238053
0.869565217391304,2001,-459172,105432856,1.15,0.112166399309093
0.833333333333333,2001,458186,104978740,1.2,0.104101718610134
0.8,2001,456160,104049856,1.25,0.0950738523791642
0.769230769230769,2001,-455444,103743112,1.3,0.120620016895408
0.740740740740741,2001,453776,102985872,1.35,0.117122211933423
0.714285714285714,2001,451450,101948652,1.4,0.133899376300641
0.689655172413793,2001,448340,100569888,1.45,0.155818205340097
0.666666666666667,2001,444076,98705192,1.5,0.198756542726471
0.645161290322581,2001,-439684,96762032,1.55,0.188071820677501
0.625,2001,434474,94547236,1.6,0.256922310334087
0.606060606060606,2001,428114,91907468,1.65,0.369686135268962
0.588235294117647,2001,-422428,89568928,1.7,0.448775459772836
0.571428571428571,2001,-404392,82516272,1.75,0.882025459391392
0.555555555555556,2001,-392686,78229812,1.8,1.26585579822394
0.54054054054054,2001,-388786,76541660,1.85,1.05748736228614
0.526315789473684,2001,-247914,64678060,1.9,34.8949106460539
0.512820512820513,2001,349904,63181568,1.95,1.99795564742777
0.5,2001,-16408,53736480,2,52.3194809235812
0.487804878048781,2001,-54496,38833328,2.05,35.566404178306
0.476190476190476,2001,-20598,26462004,2.1,24.4018348102667
0.465116279069767,2001,-12268,33265360,2.15,30.1358638405656
0.454545454545455,2001,139834,27621268,2.2,15.8384765056366
0.444444444444444,2001,52632,20424520,2.25,16.5196468378338
0.434782608695652,2001,2274,11959828,2.3,10.1488350204339
0.425531914893617,2001,11880,12910648,2.35,10.6663058646599
0.416666666666667,2001,-6174,9710772,2.4,7.88320226833735
0.408163265306122,2001,-9538,9369836,2.45,7.4296174696413
0.4,2001,2908,7780896,2.5,6.0724871010272
0.392156862745098,2001,-22016,7730392,2.55,5.73255114745495
0.384615384615385,2001,-2806,4948476,2.6,3.71249257389431
0.377358490566038,2001,2766,4935956,2.65,3.63330461371108
0.37037037037037,2001,6468,4984032,2.7,3.58842926737531
0.363636363636364,2001,-9366,5100972,2.75,3.58991877749281
0.357142857142857,2001,-5384,4491232,2.8,3.12116926695858
0.350877192982456,2001,-2748,3998896,2.85,2.73651697652581
0.344827586206897,2001,10444,3555048,2.9,2.35640308055574
0.338983050847458,2001,-2092,3668320,2.95,2.42604655138613
0.333333333333333,2001,-3660,3118600,3,2.02496769013045
