"b","conv","Mavg","M2avg","T.J","chi"
0.833333333333333,2000,-1246234,776557992,1.2,0.00560041466665477
0.806451612903226,2000,1244820,774801784,1.24,0.00862438709679091
0.78125,2000,1244506,774410336,1.28,0.00796498874997553
0.757575757575758,2000,1242684,772150920,1.32,0.0116109527272274
0.735294117647059,2000,-1240810,769830056,1.36,0.0148987941176081
0.714285714285714,2000,1239504,768214272,1.4,0.0166794239999847
0.694444444444444,2000,-1235992,763880120,1.44,0.0233377600000356
0.675675675675676,2000,1234104,761556880,1.48,0.0273181578378583
0.657894736842105,2000,-1231616,758494776,1.52,0.0293633010526294
0.641025641025641,2000,-1228162,754260248,1.56,0.0355378861538378
0.625,2000,-1224920,750298232,1.6,0.0418643999999802
0.609756097560976,2000,1221244,745813528,1.64,0.04637767414637
0.595238095238095,2000,1215054,738320512,1.68,0.0678097819047707
0.581395348837209,2000,-1210448,732746664,1.72,0.0718528595348553
0.568181818181818,2000,1200620,720980984,1.76,0.107632636363646
0.555555555555556,2000,-1195898,715331040,1.8,0.108900799111085
0.543478260869565,2000,-1184666,702163976,1.84,0.194439226956495
0.531914893617021,2000,-1175592,691551528,1.88,0.231171390638299
0.520833333333333,2000,-1167256,681758624,1.92,0.214724679999989
0.510204081632653,2000,-1156068,668854144,1.96,0.247972933877582
0.5,2000,1144364,655512304,2,0.291128700799959
0.490196078431373,2000,1122252,630717168,2.04,0.389173430588214
0.480769230769231,2000,1098692,605227784,2.08,0.640664833846161
0.471698113207547,2000,1082426,587707768,2.12,0.711224627169799
0.462962962962963,2000,1050936,554648432,2.16,0.894516278518496
0.454545454545455,2000,991324,500600976,2.2,3.35975982254545
0.446428571428571,2000,-890354,420292224,2.24,8.54539333642858
0.43859649122807,2000,-891256,415467568,2.28,6.42068043228069
0.431034482758621,2000,-743016,331391048,2.32,19.0878137489655
0.423728813559322,2000,432816,230303824,2.36,46.3182979905085
0.416666666666667,2000,-211146,105992000,2.4,27.9002277806667
0.409836065573771,2000,95524,128861384,2.44,40.7537595777049
0.403225806451613,2000,166906,98850440,2.48,27.3940753490323
0.396825396825397,2000,-244722,82529704,2.52,16.6937382088889
0.390625,2000,-49854,42880664,2.56,13.011860419375
0.384615384615385,2000,106734,64015248,2.6,17.9443614221538
0.378787878787879,2000,32380,32118120,2.64,9.57390539393939
0.373134328358209,2000,-33226,35572528,2.68,10.4538938692537
0.367647058823529,2000,37434,37902904,2.72,10.9418387711765
0.36231884057971,2000,26994,19621696,2.76,5.58184289333333
0.357142857142857,2000,-12364,26133592,2.8,7.44490221485714
0.352112676056338,2000,3560,18237296,2.84,5.13548146478873
0.347222222222222,2000,29950,14966624,2.88,4.032811875
0.342465753424658,2000,-25362,15893072,2.92,4.26615245972603
0.337837837837838,2000,12544,13926280,2.96,3.74259568432432
0.333333333333333,2000,37602,13610352,3,3.4409058128
0.328947368421053,2000,-11672,11346008,3.04,2.96786584421053
0.324675324675325,2000,-20234,10752184,3.08,2.7396043174026
0.32051282051282,2000,8302,11810944,3.12,3.01961087128205
0.316455696202532,2000,9372,11015312,3.16,2.77756830582278
0.3125,2000,-15282,10452384,3.2,2.5839035595
0.308641975308642,2000,-6542,10060408,3.24,2.47876768345679
0.304878048780488,2000,3442,10535688,3.28,2.5682351995122
0.301204819277108,2000,-3442,8670424,3.32,2.08783140192771
0.297619047619048,2000,-1736,8048648,3.36,1.91598598857143
0.294117647058823,2000,-1462,8425152,3.4,1.98213724188235
0.290697674418605,2000,4802,8239976,3.44,1.9135921855814
0.28735632183908,2000,10276,7567568,3.48,1.72753331310345
0.284090909090909,2000,-11508,7181656,3.52,1.61714522
0.280898876404494,2000,6176,7143624,3.56,1.60102303640449
0.277777777777778,2000,5756,7175984,3.6,1.59098182933333
0.274725274725275,2000,-6450,6815032,3.64,1.49323752747253
0.271739130434783,2000,19310,7702592,3.68,1.63394651086957
0.268817204301075,2000,40,6257128,3.72,1.34561875268817
0.265957446808511,2000,-12144,6904656,3.76,1.45338673021277
0.263157894736842,2000,9648,5724056,3.8,1.19526611536842
