"b","conv","Mavg","M2avg","T.J","chi"
1,1000,2499958,6249790084,1,3.28944001921627e-05
0.952380952380952,1000,2499962,6249810076,1.05,2.84022856552231e-05
0.909090909090909,1000,2499906,6249530196,1.1,6.80596361813844e-05
0.869565217391304,1000,-758190,586989828,1.15,4.22182674782609
0.833333333333333,1000,-61692,67275008,1.2,21.1563683786667
0.8,1000,2499692,6248460736,1.25,0.000205163519785856
0.769230769230769,1000,2499566,6247830996,1.3,0.000248505846054916
0.740740740740741,1000,-921766,865430660,1.35,4.67499296118519
0.714285714285714,1000,-2498980,6244903024,1.4,0.000566742857180153
0.689655172413793,1000,-2498760,6243804312,1.45,0.000765351724112406
0.666666666666667,1000,-2498326,6241636604,1.5,0.00101379306670424
0.645161290322581,1000,7034,46171220,1.55,11.9023852500645
0.625,1000,-1962712,4030381600,1.6,44.535801264
0.606060606060606,1000,-2496392,6231980504,1.65,0.00181486933356747
0.588235294117647,1000,-2495500,6227530424,1.7,0.00239388235299617
0.571428571428571,1000,-2494660,6223340624,1.75,0.0027676342857116
0.555555555555556,1000,2493216,6216141080,1.8,0.00334607644440944
0.54054054054054,1000,-2491542,6207800068,1.85,0.0040065375135266
0.526315789473684,1000,56694,141867596,1.9,29.1901866029474
0.512820512820513,1000,160028,52214552,1.95,5.45755717251282
0.5,1000,-2486150,6180973180,2,0.00627149999991161
0.487804878048781,1000,2483680,6168703328,2.05,0.00721670243897612
0.476190476190476,1000,-2480994,6155371940,2.1,0.00775465980950685
0.465116279069767,1000,2478238,6141716484,2.15,0.00984174065114382
0.454545454545455,1000,-2474858,6124991436,2.2,0.0126028792727663
0.444444444444444,1000,-2471154,6106679316,2.25,0.0137287616000524
0.434782608695652,1000,2466260,6082522752,2.3,0.0146720695651627
0.425531914893617,1000,-2462218,6062613036,2.35,0.0162649320850989
0.416666666666667,1000,2229734,5153490516,2.4,30.2961342073334
0.408163265306122,1000,661820,484451320,2.45,7.58295634285715
0.4,1000,-2445634,5981298516,2.5,0.0276566470400212
0.392156862745098,1000,-2440332,5955393888,2.55,0.0272341609410896
0.384615384615385,1000,2431394,5911895804,2.6,0.0336955021538625
0.377358490566038,1000,2422132,5866980536,2.65,0.0388091435471787
0.37037037037037,1000,617960,430724440,2.7,7.23701902222221
0.363636363636364,1000,2404974,5784201244,2.75,0.0438259380362896
0.357142857142857,1000,-2395072,5736788688,2.8,0.0598289737143075
0.350877192982456,1000,2381200,5670566584,2.85,0.0635991578946503
0.344827586206897,1000,-2369040,5612955672,2.9,0.0834690206897119
0.338983050847458,1000,2356190,5552349788,2.95,0.0974199186440289
0.333333333333333,1000,-2340076,5476778752,3,0.109742163199977
0.327868852459016,1000,-2325300,5407973296,3.05,0.125010622950867
0.32258064516129,1000,-2304270,5310782180,3.1,0.144767367741987
0.317460317460317,1000,-2291260,5251201208,3.15,0.168739098412732
0.3125,1000,2260332,5110829384,3.2,0.216079221999976
0.307692307692308,1000,2234302,4993769716,3.25,0.204835544123083
0.303030303030303,1000,2193422,4814803332,3.3,0.448880232242476
0.298507462686567,1000,2162950,4681503308,3.35,0.376191701492535
0.294117647058823,1000,-2138896,4578665280,3.4,0.445786021647069
0.289855072463768,1000,2051026,4218539348,3.45,1.37179076220287
0.285714285714286,1000,-2027232,4115459864,3.5,0.661746534400014
0.28169014084507,1000,1927264,3733624544,3.55,2.17217107650701
0.277777777777778,1000,-1513602,2394519396,3.6,11.5031535106667
0.273972602739726,1000,-1313948,1874134864,3.65,16.1836183338082
0.27027027027027,1000,1365418,1968399228,3.7,11.2468014352433
0.266666666666667,1000,-1122020,1318342832,3.75,6.33748817066665
0.263157894736842,1000,-973722,1077209828,3.8,13.586873128
0.25974025974026,1000,527872,353950424,3.85,7.82354032374026
0.256410256410256,1000,-150780,277304064,3.9,26.1096877538462
0.253164556962025,1000,-26316,163600512,3.95,16.4970106474937
0.25,1000,-121834,95381308,4,8.0537784444
0.246913580246914,1000,116932,101959792,4.05,8.71967401244444
0.24390243902439,1000,256094,157278100,4.1,8.94575250380488
0.240963855421687,1000,86408,204737328,4.15,19.0140708950361
0.238095238095238,1000,-47076,66475104,4.2,6.11990040228571
0.235294117647059,1000,21494,78098932,4.25,7.30700611425882
0.232558139534884,1000,-87926,61980572,4.3,5.04647353711628
0.229885057471264,1000,18604,70095040,4.35,6.41369482151724
0.227272727272727,1000,-6918,44662084,4.4,4.05583866145454
0.224719101123595,1000,34354,35050428,4.45,3.04451511766292
0.222222222222222,1000,15440,37202224,4.5,3.28567381333333
0.21978021978022,1000,-3238,34978108,4.55,3.07407677854945
0.217391304347826,1000,-13344,41284832,4.6,3.57450170991304
0.21505376344086,1000,23402,40935428,4.65,3.47421715234409
0.212765957446809,1000,52482,31366844,4.7,2.43510499370213
0.210526315789474,1000,-9116,29687600,4.75,2.49301040370526
0.208333333333333,1000,-52150,30147532,4.8,2.285659125
0.206185567010309,1000,21788,23287472,4.85,1.88146433451546
0.204081632653061,1000,-24514,36503988,4.9,2.9308613717551
0.202020202020202,1000,-4468,22357696,4.95,1.80506933139394
0.2,1000,13736,19794568,5,1.56847122432
