"b","conv","Mavg","M2avg","T.J","chi"
0.833333333333333,1000,372796,139407056,1.2,0.896246633333296
0.826446280991736,1000,369376,137192600,1.21,1.55779054545454
0.819672131147541,1000,372656,139179656,1.22,0.629429639344263
0.813008130081301,1000,374778,140803196,1.23,0.700501455284575
0.806451612903226,1000,375622,141358860,1.24,0.538252250000017
0.8,1000,366626,134826580,1.25,0.823912247999988
0.793650793650794,1000,354854,127046692,1.26,2.23279897619049
0.78740157480315,1000,356420,128086376,1.27,2.06921181102363
0.78125,1000,358756,129169040,1.28,0.904633718749981
0.775193798449612,1000,357428,128600968,1.29,1.6399085581395
0.769230769230769,1000,344534,120038332,1.3,2.56664393076921
0.763358778625954,1000,344246,119387756,1.31,1.68406008396946
0.757575757575758,1000,316656,103775584,1.32,6.6374273939394
0.75187969924812,1000,336338,114495548,1.33,2.5795070601504
0.746268656716418,1000,123858,79102148,1.34,118.957731037313
0.740740740740741,1000,-316270,103526452,1.35,6.48099833333333
0.735294117647059,1000,-320754,105069100,1.36,4.01832993382352
0.72992700729927,1000,-302086,94968772,1.37,6.77522008029197
0.72463768115942,1000,-124474,64606052,1.38,88.971513268116
0.719424460431655,1000,-279252,81628720,1.39,6.55942535251799
0.714285714285714,1000,165358,72029212,1.4,79.7963282785714
0.709219858156028,1000,-20614,74096724,1.41,130.623735822695
0.704225352112676,1000,234038,61728076,1.42,12.2434692887324
0.699300699300699,1000,219022,58399620,1.43,18.2324886643357
0.694444444444444,1000,72342,37540996,1.44,56.0896372152778
0.689655172413793,1000,210990,67219036,1.45,39.1418205172414
0.684931506849315,1000,174546,38322260,1.46,13.4519758287671
0.680272108843537,1000,-52512,39026792,1.47,61.6824521360544
0.675675675675676,1000,-197008,47768040,1.48,15.1281890810811
0.671140939597315,1000,163892,39473616,1.49,21.1627992214765
0.666666666666667,1000,-196166,47718148,1.5,15.39508074
0.662251655629139,1000,-102050,22232372,1.51,19.566505794702
0.657894736842105,1000,-116032,26189176,1.52,20.9305114736842
0.65359477124183,1000,-23788,19520808,1.53,30.9721226405229
0.649350649350649,1000,-25292,20298552,1.54,31.9137447012987
0.645161290322581,1000,18426,14388436,1.55,22.6595460064516
0.641025641025641,1000,92040,32787920,1.56,38.9688435897436
0.636942675159236,1000,25564,18299760,1.57,28.0991113121019
0.632911392405063,1000,66484,15431224,1.58,17.4226293417722
0.628930817610063,1000,-20670,17552268,1.59,26.9261306603774
0.625,1000,-4182,13678804,1.6,21.34580449375
0.62111801242236,1000,-35520,10063696,1.61,13.6677416149068
0.617283950617284,1000,-48564,17228392,1.62,22.947422691358
0.613496932515337,1000,12730,10760828,1.63,16.2557900306748
0.609756097560976,1000,3900,10249048,1.64,15.600362804878
0.606060606060606,1000,-1668,10435128,1.65,15.8065845090909
0.602409638554217,1000,-15546,8480724,1.66,12.4082016325301
0.598802395209581,1000,1074,12457012,1.67,18.6464947964072
0.595238095238095,1000,5024,8893104,1.68,13.1962253333333
0.591715976331361,1000,15660,7234336,1.69,10.3389059171598
0.588235294117647,1000,35750,10236892,1.7,13.1747492647059
0.584795321637427,1000,-19194,7061828,1.71,9.7856993625731
0.581395348837209,1000,28694,10388236,1.72,13.9024569244186
0.578034682080925,1000,3000,8829744,1.73,12.7467398843931
0.574712643678161,1000,-22106,6441588,1.74,8.55303558045977
0.571428571428571,1000,-14166,7556084,1.75,10.5077263485714
0.568181818181818,1000,-16440,7925944,1.76,10.8745318181818
0.564971751412429,1000,12038,7419084,1.77,10.2742521977401
0.561797752808989,1000,-1820,7691184,1.78,10.7975724719101
0.558659217877095,1000,22036,6929432,1.79,8.99978589944134
0.555555555555556,1000,-10636,5360176,1.8,7.28757153333333
0.552486187845304,1000,10094,5458900,1.81,7.39918669060774
0.549450549450549,1000,5736,8720048,1.82,11.9328932747253
0.546448087431694,1000,-20254,5591532,1.83,7.07828891256831
0.543478260869565,1000,13542,7310324,1.84,9.68333999456522
0.54054054054054,1000,-17404,6794536,1.85,8.77248214054054
0.537634408602151,1000,29300,7244928,1.86,8.58392204301076
0.53475935828877,1000,-11460,5187568,1.87,6.7596743315508
0.531914893617021,1000,11206,5412772,1.88,7.03084782446808
0.529100529100529,1000,-9976,8049328,1.89,10.5156182857143
0.526315789473684,1000,-21524,5495848,1.9,6.62179661052632
0.523560209424084,1000,-6132,6004312,1.91,7.80983059685864
0.520833333333333,1000,-144,5368104,1.92,6.98969175
0.518134715025907,1000,7804,3705960,1.93,4.72157718134715
0.515463917525773,1000,-5970,3546316,1.94,4.52406585051546
0.512820512820513,1000,4488,4094688,1.95,5.22377673846154
0.510204081632653,1000,-218,4026428,1.96,5.13568938265306
0.50761421319797,1000,-7244,3982392,1.97,4.98720363451777
0.505050505050505,1000,-8804,4674144,1.98,5.80383028282828
0.50251256281407,1000,16426,4535276,1.99,5.35862126130653
0.5,1000,76,3409184,2,4.26147278
0.497512437810945,1000,500,4069112,2.01,5.0607736318408
0.495049504950495,1000,12948,4254888,2.02,5.058462
